ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
3680
ITEM: BOX BOUNDS pp pp pp
-98.4671326 -0.5328675
-97.7610932 -0.2389069
-1.0 1.0
ITEM: ATOMS type id x y z
1 1 -98.2314682 -96.349144 0.0
1 310 -74.8940354 -65.958458 0.0
1 3 -95.7763748 -96.3471985 0.0
1 309 -77.3895416 -65.8954698 0.0
1 5 -93.3359146 -96.3536606 0.0
1 307 -82.1979752 -65.9482652 0.0
1 7 -90.8236923 -96.2784195 0.0
1 8 -90.7907486 -97.6945496 0.0
1 9 -88.3428955 -96.3554154 0.0
1 306 -84.6876374 -65.9179764 0.0
1 11 -85.980034 -96.3589554 0.0
1 12 -85.942688 -97.7304688 0.0
1 13 -83.4876557 -96.3659516 0.0
1 305 -87.144783 -65.9742662 0.0
1 15 -80.9823608 -96.4286347 0.0
1 304 -89.553772 -66.0494232 0.0
1 17 -78.5568009 -96.4168167 0.0
1 303 -92.0284119 -65.9897462 0.0
1 19 -76.1201782 -96.390358 0.0
1 308 -79.8011017 -65.9356766 0.0
1 21 -96.9239884 -94.2058792 0.0
1 22 -97.0172501 -95.6578827 0.0
1 23 -94.5058289 -94.235817 0.0
1 24 -94.5572434 -95.6422806 0.0
1 25 -91.9820252 -94.248375 0.0
1 26 -92.0829086 -95.6507492 0.0
1 27 -89.5370331 -94.2117539 0.0
1 28 -89.557869 -95.6651993 0.0
1 29 -87.1392899 -94.2513504 0.0
1 30 -87.1364441 -95.6331177 0.0
1 31 -84.6710434 -94.2406311 0.0
1 32 -84.7300034 -95.6522141 0.0
1 33 -82.2116242 -94.2818298 0.0
1 34 -82.1789017 -95.6973191 0.0
1 35 -79.8082505 -94.3356476 0.0
1 36 -79.8110657 -95.7247391 0.0
1 37 -77.3808594 -94.2851486 0.0
1 38 -77.3373871 -95.7014466 0.0
1 39 -74.8709106 -94.2257004 0.0
1 40 -74.9104692 -95.6663971 0.0
1 41 -98.149498 -92.1274033 0.0
1 42 -98.176239 -93.589943 0.0
1 43 -95.6552582 -92.0965195 0.0
1 44 -95.715149 -93.4585419 0.0
1 45 -93.2058029 -92.130249 0.0
1 46 -93.2026062 -93.543808 0.0
1 47 -90.8458862 -92.1369629 0.0
1 48 -90.816948 -93.5175171 0.0
1 49 -88.4321671 -92.1721954 0.0
1 50 -88.3049698 -93.5297547 0.0
1 51 -85.9586946 -92.1574326 0.0
1 52 -85.9479142 -93.5446701 0.0
1 53 -83.5014878 -92.1847458 0.0
1 54 -83.4177857 -93.6016617 0.0
1 55 -81.0289688 -92.1548615 0.0
1 56 -80.9843216 -93.5779419 0.0
1 57 -78.5796738 -92.1008606 0.0
1 58 -78.59198 -93.5314713 0.0
1 59 -76.1769638 -92.1584549 0.0
1 60 -76.147522 -93.5442047 0.0
1 61 -96.9812852 -90.029274 0.0
1 62 -96.9131852 -91.4507981 0.0
1 63 -94.4667053 -90.0577927 0.0
1 64 -94.4455948 -91.475174 0.0
1 65 -92.0281219 -89.9972764 0.0
1 66 -91.990677 -91.3805771 0.0
1 67 -89.6072388 -90.0233536 0.0
1 68 -89.6033478 -91.4305954 0.0
1 69 -87.1592636 -90.0172348 0.0
1 70 -87.1923142 -91.4591522 0.0
1 71 -84.7112198 -90.0755539 0.0
1 72 -84.7306366 -91.4573212 0.0
1 73 -82.2044602 -90.0542526 0.0
1 74 -82.3119507 -91.481865 0.0
1 75 -79.7954331 -90.0428619 0.0
1 76 -79.8061676 -91.446991 0.0
1 77 -77.4111023 -90.0430756 0.0
1 78 -77.3714066 -91.4698105 0.0
1 79 -74.9800416 -90.024292 0.0
1 80 -74.9459152 -91.4279938 0.0
1 81 -98.2186279 -87.8492126 0.0
1 82 -98.2113342 -89.2837296 0.0
1 83 -95.7454911 -87.958374 0.0
1 84 -95.7132721 -89.3682175 0.0
1 85 -93.2054977 -87.8406144 0.0
1 86 -93.2889328 -89.2667542 0.0
1 87 -90.742424 -87.9050904 0.0
1 88 -90.7964173 -89.2836151 0.0
1 89 -88.3753204 -87.892563 0.0
1 90 -88.3779831 -89.3109207 0.0
1 91 -85.8925476 -87.8369293 0.0
1 92 -85.9273758 -89.283783 0.0
1 93 -83.4647293 -87.850914 0.0
1 94 -83.4475022 -89.3328323 0.0
1 95 -80.9988252 -87.8861924 0.0
1 96 -81.0432282 -89.2857056 0.0
1 97 -78.5626831 -87.8490678 0.0
1 98 -78.5946732 -89.2456894 0.0
1 99 -76.1334839 -87.9835968 0.0
1 100 -76.1703262 -89.3557968 0.0
1 101 -96.9046478 -85.7326584 0.0
1 102 -96.965912 -87.1601334 0.0
1 103 -94.4595185 -85.7578659 0.0
1 104 -94.487175 -87.1752701 0.0
1 105 -91.9403458 -85.7157364 0.0
1 106 -91.9744798 -87.1570435 0.0
1 107 -89.5572663 -85.7341156 0.0
1 108 -89.5493469 -87.1545868 0.0
1 109 -87.0891418 -85.72789 0.0
1 110 -87.1384201 -87.1645432 0.0
1 111 -84.6036911 -85.7678528 0.0
1 112 -84.6971283 -87.14357 0.0
1 113 -82.1617966 -85.7752915 0.0
1 114 -82.2464447 -87.1641846 0.0
1 115 -79.7062683 -85.8249512 0.0
1 116 -79.7665329 -87.1948624 0.0
1 117 -77.245369 -85.8068009 0.0
1 118 -77.3019409 -87.1904831 0.0
1 119 -74.8314209 -85.7827378 0.0
1 120 -74.9198074 -87.2180328 0.0
1 121 -98.168602 -83.5888291 0.0
1 122 -98.1194077 -85.0113983 0.0
1 123 -95.7095185 -83.5753174 0.0
1 124 -95.701561 -85.0241547 0.0
1 125 -93.261528 -83.6280136 0.0
1 126 -93.2175369 -85.0491104 0.0
1 127 -90.7743988 -83.6303025 0.0
1 128 -90.760231 -85.0089874 0.0
